4145962_0	tell me what is the people 's job title	[ jobTitle ] of @org.schema.Person . Person ( ) ;
453	tell me what is the image of person with less than NUMBER_0 employers .	[ image ] of @org.schema.Person . Person ( ) filter count ( worksFor ) <= NUMBER_0 ;
593	list out the people that have been to college , but not to GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
661	which people are alumna of GENERIC_ENTITY_org.schema.Person:Organization_0 and get city name equal to QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
97	list the alumni of the university of GENERIC_ENTITY_org.schema.Person:Organization_0 who worked for GENERIC_ENTITY_org.schema.Person:Organization_1	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
27	of people who attended either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 , who has worked at GENERIC_ENTITY_org.schema.Person:Organization_2 ?	@org.schema.Person . Person ( ) filter ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ;
1119	what amount of awards have people received ?	[ count ( award ) ] of @org.schema.Person . Person ( ) ;
1962	get people with NUMBER_0 awards received which won the award for QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) == NUMBER_0 ;
1585	have any of these people won both the QUOTED_STRING_0 and the QUOTED_STRING_1 ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_1 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1314	who graduated from either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 and studied at GENERIC_ENTITY_org.schema.Person:Organization_2	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) && ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) ;
953	what people take part in the GENERIC_ENTITY_org.schema.Person:Organization_0 awards and have QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
460	which people have the city equal to QUOTED_STRING_0 with the reward equal to QUOTED_STRING_1 ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
411	list someone who has NUMBER_0 employers and the greatest amount of awards	[ * , count ( award ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) == NUMBER_0 ) [ 1 ] ;
380	search for people who have NUMBER_0 or less awards	@org.schema.Person . Person ( ) filter count ( award ) <= NUMBER_0 ;
2369	which are people with awards containing either QUOTED_STRING_0 or QUOTED_STRING_1 that got the award for QUOTED_STRING_2	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_2 ) && ( contains~ ( award , QUOTED_STRING_0 ) || contains~ ( award , QUOTED_STRING_1 ) ) ;
203	who in the QUOTED_STRING_0 won the QUOTED_STRING_1 award ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
1236	i need individual with NUMBER_0 employers which is QUOTED_STRING_0 winner	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) == NUMBER_0 ;
2953	which people did not list QUOTED_STRING_0 as one of their achievements who work NUMBER_0 jobs and list awards ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) == NUMBER_0 ;
1611	what 's the name of the man or woman who has earned the fewest awards ?	[ * , count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) ) [ 1 ] ;
815	look up those with at least NUMBER_0 awards , and out of that group , find out who has the least , then tell me the number that person has .	[ count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( award ) == NUMBER_0 ) [ 1 ] ;
1836	which QUOTED_STRING_0 winner has more than NUMBER_0 awards .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) >= NUMBER_0 ;
1571	what 's the count of awards given to the people who 've gotten the least awards and have NUMBER_0 awards at most ?	[ count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( award ) <= NUMBER_0 ) [ 1 ] ;
159	who is someone with NUMBER_0 or less employers that was awarded the QUOTED_STRING_0 distinction ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) <= NUMBER_0 ;
310	find me all GENERIC_ENTITY_org.schema.Person:Organization_0 graduates that also attended either GENERIC_ENTITY_org.schema.Person:Organization_1 or GENERIC_ENTITY_org.schema.Person:Organization_2	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ) ;
2038	how many awards in the person with 0 awards ?	[ count ( award ) ] of @org.schema.Person . Person ( ) filter count ( award ) == 0 ;
2733	how many total employers are there in the person with no awards with the most employers	[ count ( worksFor ) ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
811	find someone who has at least NUMBER_0 jobs and who is the QUOTED_STRING_0 winner	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) >= NUMBER_0 ;
1293	look for individual with over NUMBER_0 universities and awards received that do not contain QUOTED_STRING_0	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
1360	amount of awards are there that is in person which holds the QUOTED_STRING_0 award with the largest number of alma maters ?	[ count ( award ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) ) [ 1 ] ;
1637	what is the person with the highest number of awards earned in more than 1 jobs ?	[ * , count ( award ) ] of sort ( count ( award ) desc of @org.schema.Person . Person ( ) filter count ( worksFor ) >= 1 ) [ 1 ] ;
2281	tell me person with colleges having either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 which worked at GENERIC_ENTITY_org.schema.Person:Organization_2 .	@org.schema.Person . Person ( ) filter ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ;
2063	show me how many awards an individual has earned with zero colleges	[ count ( award ) ] of @org.schema.Person . Person ( ) filter count ( alumniOf ) == 0 ;
2605	who has been given the award for QUOTED_STRING_0 and received education at GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2703	show me people with NUMBER_0 alma maters and awards containing QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
2302	search individual having more than NUMBER_0 awards taken and QUOTED_STRING_0 that is in awards	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) >= NUMBER_0 ;
646	looking for those who went to GENERIC_ENTITY_org.schema.Person:Organization_0 and holds the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1854	show individuals with the city QUOTED_STRING_0 and who have the QUOTED_STRING_1 award	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
856	which are the person that was employed at both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 and with GENERIC_ENTITY_org.schema.Person:Organization_2 in the alma maters	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
216	which GENERIC_ENTITY_org.schema.Person:Organization_0 graduate is am employee of GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
2655	who has won the QUOTED_STRING_0 award that attended GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1164	who is an individual who has less than NUMBER_0 alma maters and awards gotten that does not contain QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) <= NUMBER_0 ;
2826	find people with NUMBER_0 colleges that got the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
2207	which people were working at GENERIC_ENTITY_org.schema.Person:Organization_0 to get the QUOTED_STRING_0 town ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1162	amount of awards that is in person having 1 awards with the highest number of jobs	[ count ( award ) ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) filter count ( award ) == 1 ) [ 1 ] ;
184	find someone with NUMBER_0 colleges that got the QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
449	what is the person having awards containing no QUOTED_STRING_0 with the biggest count of colleges	[ * , count ( alumniOf ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) ) [ 1 ] ;
552	give me someone who has over NUMBER_0 universities along with the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
50	show all which taken the QUOTED_STRING_0 award and is GENERIC_ENTITY_org.schema.Person:Organization_0 alumnus	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
784	how many people are employed by GENERIC_ENTITY_org.schema.Person:Organization_0 and graduated from GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
174	which person has been to fewer than NUMBER_0 colleges and lives in the city of QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( alumniOf ) <= NUMBER_0 ;
638	which GENERIC_ENTITY_org.schema.Person:Organization_0 grads are QUOTED_STRING_0 winners ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
647	check for GENERIC_ENTITY_org.schema.Person:Organization_0 alumni and earn the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1767	which person have jobs with 0 GENERIC_ENTITY_org.schema.Person:Organization_0 and works for GENERIC_ENTITY_org.schema.Person:Organization_1 .	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
1643	who has fewer than NUMBER_0 jobs and holds the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) <= NUMBER_0 ;
2614	which people are QUOTED_STRING_0 recipient and have jobs with GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
967	find people who have the QUOTED_STRING_0 award but no QUOTED_STRING_1	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_1 ) && contains~ ( award , QUOTED_STRING_0 ) ;
826	which are person that has won the QUOTED_STRING_0 award and QUOTED_STRING_1 and are alumnus of GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
1279	who won the QUOTED_STRING_0 and attended school at GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2499	which QUOTED_STRING_0 award recipient attended both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2732	how many employers are there in the person with 0 awards with the most employers	[ count ( worksFor ) ] of sort ( count ( worksFor ) desc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
1168	who are individuals with city equal to QUOTED_STRING_0 which are recipient of QUOTED_STRING_1	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
977	name all QUOTED_STRING_0 honorees who attended GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
123	enumerate people with jobs with GENERIC_ENTITY_org.schema.Person:Organization_0 which got QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1690	i 'd like to know what person studied at GENERIC_ENTITY_org.schema.Person:Organization_0 and won a QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1505	tell me people which possess the both QUOTED_STRING_0 and QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && contains~ ( award , QUOTED_STRING_1 ) ;
2647	what people never were given the award called QUOTED_STRING_0 , but did attend GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
74	which are the people that holds QUOTED_STRING_0 and is alumna of GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1183	which GENERIC_ENTITY_org.schema.Person:Organization_0 attendees also worked at GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
408	show me everyone that has the award QUOTED_STRING_0 and has employers containing no GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter ! contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
914	which are person having NUMBER_0 alma maters that possesses the QUOTED_STRING_0 award .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) == NUMBER_0 ;
37	which person is employed buy GENERIC_ENTITY_org.schema.Person:Organization_0 and went to school at GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1641	which is the people that holds the QUOTED_STRING_0 award with the fewest number of colleges .	[ * , count ( alumniOf ) ] of sort ( count ( alumniOf ) asc of @org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) ) [ 1 ] ;
283	display the names of individuals which have GENERIC_ENTITY_org.schema.Person:Organization_0 as an employer and have the QUOTED_STRING_0 as the city .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1975	list individuals with GENERIC_ENTITY_org.schema.Person:Organization_0 and city jobs equal to QUOTED_STRING_0	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
2450	which are people having larger than NUMBER_0 universities which holds the award for QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) >= NUMBER_0 ;
2859	what are the people working in both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 and with no QUOTED_STRING_0 awards ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
576	tell me the GENERIC_ENTITY_org.schema.Person:Organization_0 alum that received the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
981	get person with city with QUOTED_STRING_0 that are winner of QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
1461	tell me which people received the QUOTED_STRING_0 award and attended both GENERIC_ENTITY_org.schema.Person:Organization_0 and GENERIC_ENTITY_org.schema.Person:Organization_1 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains~ ( award , QUOTED_STRING_0 ) ;
321	which QUOTED_STRING_0 award winner studied at GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
1616	who having no more than NUMBER_0 employers and within the town of QUOTED_STRING_0	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( worksFor ) <= NUMBER_0 ;
795	which individual has won in the QUOTED_STRING_0 and works no less than NUMBER_0 jobs ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) >= NUMBER_0 ;
2317	name someone that has had NUMBER_0 jobs in their life and earned the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) == NUMBER_0 ;
286	show me the people from the city that is the QUOTED_STRING_0 and have awards that do not have QUOTED_STRING_1 .	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_1 ) && address . addressLocality =~ QUOTED_STRING_0 ;
2089	which are people having city equal to QUOTED_STRING_0 and QUOTED_STRING_1 in the awards won .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
943	check for people with the lowest number of alma maters in NUMBER_0 colleges	[ * , count ( alumniOf ) ] of sort ( count ( alumniOf ) desc of @org.schema.Person . Person ( ) filter count ( alumniOf ) <= NUMBER_0 ) [ 1 ] ;
88	what are individual which holds the QUOTED_STRING_0 award ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) ;
1933	which people have less than NUMBER_0 awards and the QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( award ) <= NUMBER_0 ;
189	what are the QUOTED_STRING_0 winners and the QUOTED_STRING_1 city winners ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_1 && contains~ ( award , QUOTED_STRING_0 ) ;
874	alert me what 's the city of individual which holds the QUOTED_STRING_0 award	[ address . addressLocality ] of @org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) ;
2371	tell me the name of the GENERIC_ENTITY_org.schema.Person:Organization_0 graduate who is also working for GENERIC_ENTITY_org.schema.Person:Organization_1	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
1781	i would like to know which person who is an GENERIC_ENTITY_org.schema.Person:Organization_0 alumnus also attended GENERIC_ENTITY_org.schema.Person:Organization_1 or GENERIC_ENTITY_org.schema.Person:Organization_2 .	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && ( contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) || contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_2 ) ) ;
1233	who won the QUOTED_STRING_0 and went to GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
481	who works at either GENERIC_ENTITY_org.schema.Person:Organization_0 or GENERIC_ENTITY_org.schema.Person:Organization_1 and holds the QUOTED_STRING_0 .	@org.schema.Person . Person ( ) filter ( contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) || contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ) && contains~ ( award , QUOTED_STRING_0 ) ;
2552	find people who live in QUOTED_STRING_0 who have NUMBER_0 alma maters .	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( alumniOf ) == NUMBER_0 ;
67	who graduated from GENERIC_ENTITY_org.schema.Person:Organization_0 and lives in the QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1456	whose university was GENERIC_ENTITY_org.schema.Person:Organization_0 and now works for GENERIC_ENTITY_org.schema.Person:Organization_1 ?	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_1 ) ;
1436	what are people with less than than NUMBER_0 alma maters which taken the QUOTED_STRING_0	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( alumniOf ) <= NUMBER_0 ;
774	find all individuals that work at GENERIC_ENTITY_org.schema.Person:Organization_0 .	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1821	who owns the QUOTED_STRING_0 distinction and receives colleges that do not have GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter ! contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
144	who have city name equal to QUOTED_STRING_0 and jobs containing GENERIC_ENTITY_org.schema.Person:Organization_0	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
2501	who has won QUOTED_STRING_0 and is employed by GENERIC_ENTITY_org.schema.Person:Organization_0 ?	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
2998	which is the person having 0 awards received with the smallest number of awards received	[ * , count ( award ) ] of sort ( count ( award ) asc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
2559	who went to under NUMBER_0 colleges and lives in QUOTED_STRING_0 ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && count ( alumniOf ) <= NUMBER_0 ;
2698	which are the people which went to GENERIC_ENTITY_org.schema.Person:Organization_0 and having QUOTED_STRING_0 as city ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1726	which QUOTED_STRING_0 residents have won award QUOTED_STRING_1 ?	@org.schema.Person . Person ( ) filter address . addressLocality =~ QUOTED_STRING_0 && contains~ ( award , QUOTED_STRING_1 ) ;
1146	who lists GENERIC_ENTITY_org.schema.Person:Organization_0 on their job resume , but does not include QUOTED_STRING_0 among their awards ?	@org.schema.Person . Person ( ) filter ! contains~ ( award , QUOTED_STRING_0 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
1527	among people who have no rewards and the least universities how many employers do they have ?	[ count ( worksFor ) ] of sort ( count ( alumniOf ) asc of @org.schema.Person . Person ( ) filter count ( award ) == 0 ) [ 1 ] ;
2024	enumerate individual that worked at GENERIC_ENTITY_org.schema.Person:Organization_0 , with GENERIC_ENTITY_org.schema.Person:Organization_1 that is in alma maters	@org.schema.Person . Person ( ) filter contains ( alumniOf , GENERIC_ENTITY_org.schema.Person:Organization_1 ) && contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) ;
110	what is the name of the person who works at GENERIC_ENTITY_org.schema.Person:Organization_0 and also has the QUOTED_STRING_0 award	@org.schema.Person . Person ( ) filter contains ( worksFor , GENERIC_ENTITY_org.schema.Person:Organization_0 ) && contains~ ( award , QUOTED_STRING_0 ) ;
158	who won the QUOTED_STRING_0 award and has 1 or NUMBER_0 employers ?	@org.schema.Person . Person ( ) filter contains~ ( award , QUOTED_STRING_0 ) && count ( worksFor ) <= NUMBER_0 ;
